taxonomy_name,percentage,execution_number
barcelos2015transport-networks_tx008.ttl,50,9
barcelos2015transport-networks_tx008.ttl,60,1
barcelos2015transport-networks_tx008.ttl,60,2
barcelos2015transport-networks_tx008.ttl,60,3
barcelos2015transport-networks_tx008.ttl,60,4
barcelos2015transport-networks_tx008.ttl,60,5
barcelos2015transport-networks_tx008.ttl,60,10
barcelos2015transport-networks_tx008.ttl,70,2
barcelos2015transport-networks_tx008.ttl,70,4
barcelos2015transport-networks_tx008.ttl,70,5
barcelos2015transport-networks_tx008.ttl,70,6
barcelos2015transport-networks_tx008.ttl,70,8
barcelos2015transport-networks_tx008.ttl,70,10
barcelos2015transport-networks_tx008.ttl,80,2
barcelos2015transport-networks_tx008.ttl,80,3
barcelos2015transport-networks_tx008.ttl,80,4
barcelos2015transport-networks_tx008.ttl,80,5
barcelos2015transport-networks_tx008.ttl,80,6
barcelos2015transport-networks_tx008.ttl,80,8
barcelos2015transport-networks_tx008.ttl,90,2
barcelos2015transport-networks_tx008.ttl,90,4
barcelos2015transport-networks_tx008.ttl,90,5
barcelos2015transport-networks_tx008.ttl,90,6
barcelos2015transport-networks_tx008.ttl,90,7
barcelos2015transport-networks_tx008.ttl,90,8
barcelos2015transport-networks_tx008.ttl,90,9
barcelos2015transport-networks_tx008.ttl,90,10
buridan-ontology2021_tx006.ttl,60,9
buridan-ontology2021_tx006.ttl,70,10
derave2019dpo_tx001.ttl,20,6
derave2019dpo_tx001.ttl,30,4
derave2019dpo_tx001.ttl,30,6
derave2019dpo_tx001.ttl,30,9
derave2019dpo_tx001.ttl,40,1
derave2019dpo_tx001.ttl,40,5
derave2019dpo_tx001.ttl,40,9
derave2019dpo_tx001.ttl,50,1
derave2019dpo_tx001.ttl,50,4
derave2019dpo_tx001.ttl,50,6
derave2019dpo_tx001.ttl,50,8
derave2019dpo_tx001.ttl,60,1
derave2019dpo_tx001.ttl,60,2
derave2019dpo_tx001.ttl,60,3
derave2019dpo_tx001.ttl,60,4
derave2019dpo_tx001.ttl,60,5
derave2019dpo_tx001.ttl,60,6
derave2019dpo_tx001.ttl,60,7
derave2019dpo_tx001.ttl,60,8
derave2019dpo_tx001.ttl,60,9
derave2019dpo_tx001.ttl,60,10
derave2019dpo_tx001.ttl,70,1
derave2019dpo_tx001.ttl,70,2
derave2019dpo_tx001.ttl,70,3
derave2019dpo_tx001.ttl,70,4
derave2019dpo_tx001.ttl,70,5
derave2019dpo_tx001.ttl,70,6
derave2019dpo_tx001.ttl,70,7
derave2019dpo_tx001.ttl,70,8
derave2019dpo_tx001.ttl,70,9
derave2019dpo_tx001.ttl,80,1
derave2019dpo_tx001.ttl,80,2
derave2019dpo_tx001.ttl,80,3
derave2019dpo_tx001.ttl,80,4
derave2019dpo_tx001.ttl,80,5
derave2019dpo_tx001.ttl,80,6
derave2019dpo_tx001.ttl,80,8
derave2019dpo_tx001.ttl,80,9
derave2019dpo_tx001.ttl,80,10
derave2019dpo_tx001.ttl,90,1
derave2019dpo_tx001.ttl,90,2
derave2019dpo_tx001.ttl,90,3
derave2019dpo_tx001.ttl,90,4
derave2019dpo_tx001.ttl,90,5
derave2019dpo_tx001.ttl,90,6
derave2019dpo_tx001.ttl,90,7
derave2019dpo_tx001.ttl,90,8
derave2019dpo_tx001.ttl,90,9
derave2019dpo_tx007.ttl,20,10
derave2019dpo_tx007.ttl,30,1
derave2019dpo_tx007.ttl,30,9
derave2019dpo_tx007.ttl,30,10
derave2019dpo_tx007.ttl,40,1
derave2019dpo_tx007.ttl,40,2
derave2019dpo_tx007.ttl,40,3
derave2019dpo_tx007.ttl,40,5
derave2019dpo_tx007.ttl,40,6
derave2019dpo_tx007.ttl,40,9
derave2019dpo_tx007.ttl,50,1
derave2019dpo_tx007.ttl,50,2
derave2019dpo_tx007.ttl,50,3
derave2019dpo_tx007.ttl,50,8
derave2019dpo_tx007.ttl,50,9
derave2019dpo_tx007.ttl,50,10
derave2019dpo_tx007.ttl,60,1
derave2019dpo_tx007.ttl,60,3
derave2019dpo_tx007.ttl,60,4
derave2019dpo_tx007.ttl,60,6
derave2019dpo_tx007.ttl,60,8
derave2019dpo_tx007.ttl,60,9
derave2019dpo_tx007.ttl,60,10
derave2019dpo_tx007.ttl,70,1
derave2019dpo_tx007.ttl,70,2
derave2019dpo_tx007.ttl,70,4
derave2019dpo_tx007.ttl,70,5
derave2019dpo_tx007.ttl,70,6
derave2019dpo_tx007.ttl,70,7
derave2019dpo_tx007.ttl,70,8
derave2019dpo_tx007.ttl,70,10
derave2019dpo_tx007.ttl,80,1
derave2019dpo_tx007.ttl,80,3
derave2019dpo_tx007.ttl,80,4
derave2019dpo_tx007.ttl,80,7
derave2019dpo_tx007.ttl,80,8
derave2019dpo_tx007.ttl,80,9
derave2019dpo_tx007.ttl,80,10
derave2019dpo_tx007.ttl,90,1
derave2019dpo_tx007.ttl,90,2
derave2019dpo_tx007.ttl,90,3
derave2019dpo_tx007.ttl,90,4
derave2019dpo_tx007.ttl,90,5
derave2019dpo_tx007.ttl,90,6
derave2019dpo_tx007.ttl,90,7
derave2019dpo_tx007.ttl,90,8
derave2019dpo_tx007.ttl,90,10
derave2019dpo_tx022.ttl,10,8
derave2019dpo_tx022.ttl,10,9
derave2019dpo_tx022.ttl,20,10
derave2019dpo_tx022.ttl,30,3
derave2019dpo_tx022.ttl,30,4
derave2019dpo_tx022.ttl,30,6
derave2019dpo_tx022.ttl,30,9
derave2019dpo_tx022.ttl,30,10
derave2019dpo_tx022.ttl,40,7
derave2019dpo_tx022.ttl,40,8
derave2019dpo_tx022.ttl,40,9
derave2019dpo_tx022.ttl,40,10
derave2019dpo_tx022.ttl,50,2
derave2019dpo_tx022.ttl,50,4
derave2019dpo_tx022.ttl,50,6
derave2019dpo_tx022.ttl,50,9
derave2019dpo_tx022.ttl,50,10
derave2019dpo_tx022.ttl,60,4
derave2019dpo_tx022.ttl,60,8
derave2019dpo_tx022.ttl,60,10
derave2019dpo_tx022.ttl,70,1
derave2019dpo_tx022.ttl,70,2
derave2019dpo_tx022.ttl,70,3
derave2019dpo_tx022.ttl,70,4
derave2019dpo_tx022.ttl,70,7
derave2019dpo_tx022.ttl,70,8
derave2019dpo_tx022.ttl,70,9
derave2019dpo_tx022.ttl,80,2
derave2019dpo_tx022.ttl,80,3
derave2019dpo_tx022.ttl,80,4
derave2019dpo_tx022.ttl,80,5
derave2019dpo_tx022.ttl,80,6
derave2019dpo_tx022.ttl,80,8
derave2019dpo_tx022.ttl,80,9
derave2019dpo_tx022.ttl,80,10
derave2019dpo_tx022.ttl,90,1
derave2019dpo_tx022.ttl,90,2
derave2019dpo_tx022.ttl,90,3
derave2019dpo_tx022.ttl,90,4
derave2019dpo_tx022.ttl,90,5
derave2019dpo_tx022.ttl,90,6
derave2019dpo_tx022.ttl,90,7
derave2019dpo_tx022.ttl,90,8
derave2019dpo_tx022.ttl,90,9
derave2019dpo_tx022.ttl,90,10
ferreira2015ontoemergeplan_tx003.ttl,10,9
ferreira2015ontoemergeplan_tx003.ttl,30,4
ferreira2015ontoemergeplan_tx003.ttl,30,8
ferreira2015ontoemergeplan_tx003.ttl,40,6
ferreira2015ontoemergeplan_tx003.ttl,50,6
ferreira2015ontoemergeplan_tx003.ttl,60,8
ferreira2015ontoemergeplan_tx003.ttl,90,3
ferreira2015ontoemergeplan_tx010.ttl,10,3
ferreira2015ontoemergeplan_tx010.ttl,10,7
ferreira2015ontoemergeplan_tx010.ttl,10,10
ferreira2015ontoemergeplan_tx010.ttl,20,1
ferreira2015ontoemergeplan_tx010.ttl,20,2
ferreira2015ontoemergeplan_tx010.ttl,20,3
ferreira2015ontoemergeplan_tx010.ttl,20,6
ferreira2015ontoemergeplan_tx010.ttl,20,7
ferreira2015ontoemergeplan_tx010.ttl,20,8
ferreira2015ontoemergeplan_tx010.ttl,30,1
ferreira2015ontoemergeplan_tx010.ttl,30,2
ferreira2015ontoemergeplan_tx010.ttl,30,3
ferreira2015ontoemergeplan_tx010.ttl,30,4
ferreira2015ontoemergeplan_tx010.ttl,30,6
ferreira2015ontoemergeplan_tx010.ttl,30,7
ferreira2015ontoemergeplan_tx010.ttl,30,8
ferreira2015ontoemergeplan_tx010.ttl,30,9
ferreira2015ontoemergeplan_tx010.ttl,30,10
ferreira2015ontoemergeplan_tx010.ttl,40,1
ferreira2015ontoemergeplan_tx010.ttl,40,2
ferreira2015ontoemergeplan_tx010.ttl,40,3
ferreira2015ontoemergeplan_tx010.ttl,40,4
ferreira2015ontoemergeplan_tx010.ttl,40,5
ferreira2015ontoemergeplan_tx010.ttl,40,6
ferreira2015ontoemergeplan_tx010.ttl,40,7
ferreira2015ontoemergeplan_tx010.ttl,40,8
ferreira2015ontoemergeplan_tx010.ttl,40,9
ferreira2015ontoemergeplan_tx010.ttl,40,10
ferreira2015ontoemergeplan_tx010.ttl,50,1
ferreira2015ontoemergeplan_tx010.ttl,50,2
ferreira2015ontoemergeplan_tx010.ttl,50,3
ferreira2015ontoemergeplan_tx010.ttl,50,4
ferreira2015ontoemergeplan_tx010.ttl,50,5
ferreira2015ontoemergeplan_tx010.ttl,50,6
ferreira2015ontoemergeplan_tx010.ttl,50,7
ferreira2015ontoemergeplan_tx010.ttl,50,8
ferreira2015ontoemergeplan_tx010.ttl,50,9
ferreira2015ontoemergeplan_tx010.ttl,50,10
ferreira2015ontoemergeplan_tx010.ttl,60,1
ferreira2015ontoemergeplan_tx010.ttl,60,2
ferreira2015ontoemergeplan_tx010.ttl,60,3
ferreira2015ontoemergeplan_tx010.ttl,60,4
ferreira2015ontoemergeplan_tx010.ttl,60,5
ferreira2015ontoemergeplan_tx010.ttl,60,6
ferreira2015ontoemergeplan_tx010.ttl,60,7
ferreira2015ontoemergeplan_tx010.ttl,60,8
ferreira2015ontoemergeplan_tx010.ttl,60,9
ferreira2015ontoemergeplan_tx010.ttl,60,10
ferreira2015ontoemergeplan_tx010.ttl,70,1
ferreira2015ontoemergeplan_tx010.ttl,70,2
ferreira2015ontoemergeplan_tx010.ttl,70,3
ferreira2015ontoemergeplan_tx010.ttl,70,4
ferreira2015ontoemergeplan_tx010.ttl,70,5
ferreira2015ontoemergeplan_tx010.ttl,70,6
ferreira2015ontoemergeplan_tx010.ttl,70,7
ferreira2015ontoemergeplan_tx010.ttl,70,8
ferreira2015ontoemergeplan_tx010.ttl,70,9
ferreira2015ontoemergeplan_tx010.ttl,70,10
ferreira2015ontoemergeplan_tx010.ttl,80,1
ferreira2015ontoemergeplan_tx010.ttl,80,2
ferreira2015ontoemergeplan_tx010.ttl,80,3
ferreira2015ontoemergeplan_tx010.ttl,80,4
ferreira2015ontoemergeplan_tx010.ttl,80,5
ferreira2015ontoemergeplan_tx010.ttl,80,6
ferreira2015ontoemergeplan_tx010.ttl,80,7
ferreira2015ontoemergeplan_tx010.ttl,80,8
ferreira2015ontoemergeplan_tx010.ttl,80,9
ferreira2015ontoemergeplan_tx010.ttl,80,10
ferreira2015ontoemergeplan_tx010.ttl,90,1
ferreira2015ontoemergeplan_tx010.ttl,90,2
ferreira2015ontoemergeplan_tx010.ttl,90,3
ferreira2015ontoemergeplan_tx010.ttl,90,4
ferreira2015ontoemergeplan_tx010.ttl,90,5
ferreira2015ontoemergeplan_tx010.ttl,90,6
ferreira2015ontoemergeplan_tx010.ttl,90,7
ferreira2015ontoemergeplan_tx010.ttl,90,8
ferreira2015ontoemergeplan_tx010.ttl,90,9
ferreira2015ontoemergeplan_tx010.ttl,90,10
goncalves2011ecg_tx005.ttl,10,1
goncalves2011ecg_tx005.ttl,50,1
goncalves2011ecg_tx005.ttl,50,3
goncalves2011ecg_tx005.ttl,50,8
goncalves2011ecg_tx005.ttl,60,1
goncalves2011ecg_tx005.ttl,60,4
goncalves2011ecg_tx005.ttl,60,5
goncalves2011ecg_tx005.ttl,60,6
goncalves2011ecg_tx005.ttl,60,9
goncalves2011ecg_tx005.ttl,60,10
goncalves2011ecg_tx005.ttl,70,2
goncalves2011ecg_tx005.ttl,70,3
goncalves2011ecg_tx005.ttl,70,5
goncalves2011ecg_tx005.ttl,70,7
goncalves2011ecg_tx005.ttl,70,8
goncalves2011ecg_tx005.ttl,70,9
goncalves2011ecg_tx005.ttl,70,10
goncalves2011ecg_tx005.ttl,80,3
goncalves2011ecg_tx005.ttl,80,4
goncalves2011ecg_tx005.ttl,80,5
goncalves2011ecg_tx005.ttl,80,7
goncalves2011ecg_tx005.ttl,80,8
goncalves2011ecg_tx005.ttl,90,2
goncalves2011ecg_tx005.ttl,90,3
goncalves2011ecg_tx005.ttl,90,4
goncalves2011ecg_tx005.ttl,90,5
goncalves2011ecg_tx005.ttl,90,7
goncalves2011ecg_tx005.ttl,90,8
goncalves2011ecg_tx005.ttl,90,9
goncalves2011ecg_tx005.ttl,90,10
goncalves2011ecg_tx009.ttl,50,10
internship_tx002.ttl,10,2
internship_tx002.ttl,10,4
internship_tx002.ttl,10,6
internship_tx002.ttl,20,5
internship_tx002.ttl,30,1
internship_tx002.ttl,30,2
internship_tx002.ttl,30,5
internship_tx002.ttl,30,7
internship_tx002.ttl,30,9
internship_tx002.ttl,40,2
internship_tx002.ttl,50,1
internship_tx002.ttl,50,2
internship_tx002.ttl,50,4
internship_tx002.ttl,50,8
internship_tx002.ttl,60,1
internship_tx002.ttl,60,2
internship_tx002.ttl,60,3
internship_tx002.ttl,60,4
internship_tx002.ttl,60,5
internship_tx002.ttl,60,6
internship_tx002.ttl,60,8
internship_tx002.ttl,60,9
internship_tx002.ttl,60,10
internship_tx002.ttl,70,1
internship_tx002.ttl,70,3
internship_tx002.ttl,70,6
internship_tx002.ttl,70,9
internship_tx002.ttl,70,10
internship_tx002.ttl,80,1
internship_tx002.ttl,80,2
internship_tx002.ttl,80,3
internship_tx002.ttl,80,4
internship_tx002.ttl,80,5
internship_tx002.ttl,80,7
internship_tx002.ttl,80,8
internship_tx002.ttl,80,9
internship_tx002.ttl,90,1
internship_tx002.ttl,90,2
internship_tx002.ttl,90,3
internship_tx002.ttl,90,4
internship_tx002.ttl,90,5
internship_tx002.ttl,90,6
internship_tx002.ttl,90,7
internship_tx002.ttl,90,9
internship_tx002.ttl,90,10
kritz2020ontobg_tx001.ttl,40,1
kritz2020ontobg_tx001.ttl,40,8
kritz2020ontobg_tx001.ttl,50,3
kritz2020ontobg_tx001.ttl,50,5
kritz2020ontobg_tx001.ttl,50,10
kritz2020ontobg_tx001.ttl,60,3
kritz2020ontobg_tx001.ttl,60,4
kritz2020ontobg_tx001.ttl,60,8
kritz2020ontobg_tx001.ttl,70,2
kritz2020ontobg_tx001.ttl,70,3
kritz2020ontobg_tx001.ttl,70,4
kritz2020ontobg_tx001.ttl,70,7
kritz2020ontobg_tx001.ttl,70,9
kritz2020ontobg_tx001.ttl,70,10
kritz2020ontobg_tx001.ttl,80,4
kritz2020ontobg_tx001.ttl,80,5
kritz2020ontobg_tx001.ttl,80,7
kritz2020ontobg_tx001.ttl,80,8
kritz2020ontobg_tx001.ttl,80,9
kritz2020ontobg_tx001.ttl,90,2
kritz2020ontobg_tx001.ttl,90,3
kritz2020ontobg_tx001.ttl,90,4
kritz2020ontobg_tx001.ttl,90,5
kritz2020ontobg_tx001.ttl,90,6
kritz2020ontobg_tx001.ttl,90,7
kritz2020ontobg_tx001.ttl,90,9
kritz2020ontobg_tx001.ttl,90,10
kritz2020ontobg_tx004.ttl,10,1
kritz2020ontobg_tx004.ttl,10,3
kritz2020ontobg_tx004.ttl,10,6
kritz2020ontobg_tx004.ttl,10,7
kritz2020ontobg_tx004.ttl,10,8
kritz2020ontobg_tx004.ttl,10,10
kritz2020ontobg_tx004.ttl,20,1
kritz2020ontobg_tx004.ttl,20,2
kritz2020ontobg_tx004.ttl,20,3
kritz2020ontobg_tx004.ttl,20,5
kritz2020ontobg_tx004.ttl,20,6
kritz2020ontobg_tx004.ttl,20,7
kritz2020ontobg_tx004.ttl,20,8
kritz2020ontobg_tx004.ttl,20,9
kritz2020ontobg_tx004.ttl,20,10
kritz2020ontobg_tx004.ttl,30,1
kritz2020ontobg_tx004.ttl,30,2
kritz2020ontobg_tx004.ttl,30,3
kritz2020ontobg_tx004.ttl,30,4
kritz2020ontobg_tx004.ttl,30,5
kritz2020ontobg_tx004.ttl,30,6
kritz2020ontobg_tx004.ttl,30,7
kritz2020ontobg_tx004.ttl,30,8
kritz2020ontobg_tx004.ttl,30,9
kritz2020ontobg_tx004.ttl,30,10
kritz2020ontobg_tx004.ttl,40,1
kritz2020ontobg_tx004.ttl,40,2
kritz2020ontobg_tx004.ttl,40,3
kritz2020ontobg_tx004.ttl,40,4
kritz2020ontobg_tx004.ttl,40,5
kritz2020ontobg_tx004.ttl,40,6
kritz2020ontobg_tx004.ttl,40,7
kritz2020ontobg_tx004.ttl,40,8
kritz2020ontobg_tx004.ttl,40,9
kritz2020ontobg_tx004.ttl,40,10
kritz2020ontobg_tx004.ttl,50,1
kritz2020ontobg_tx004.ttl,50,2
kritz2020ontobg_tx004.ttl,50,3
kritz2020ontobg_tx004.ttl,50,4
kritz2020ontobg_tx004.ttl,50,5
kritz2020ontobg_tx004.ttl,50,6
kritz2020ontobg_tx004.ttl,50,7
kritz2020ontobg_tx004.ttl,50,8
kritz2020ontobg_tx004.ttl,50,9
kritz2020ontobg_tx004.ttl,50,10
kritz2020ontobg_tx004.ttl,60,1
kritz2020ontobg_tx004.ttl,60,2
kritz2020ontobg_tx004.ttl,60,3
kritz2020ontobg_tx004.ttl,60,4
kritz2020ontobg_tx004.ttl,60,5
kritz2020ontobg_tx004.ttl,60,6
kritz2020ontobg_tx004.ttl,60,7
kritz2020ontobg_tx004.ttl,60,8
kritz2020ontobg_tx004.ttl,60,9
kritz2020ontobg_tx004.ttl,60,10
kritz2020ontobg_tx004.ttl,70,1
kritz2020ontobg_tx004.ttl,70,2
kritz2020ontobg_tx004.ttl,70,3
kritz2020ontobg_tx004.ttl,70,4
kritz2020ontobg_tx004.ttl,70,5
kritz2020ontobg_tx004.ttl,70,6
kritz2020ontobg_tx004.ttl,70,7
kritz2020ontobg_tx004.ttl,70,8
kritz2020ontobg_tx004.ttl,70,9
